Word,Processed Result
ডিমকি,dimki
সমিৎ,ʃomit̪
হরিণাক্ষ,horinakkʰo
সংগ,ʃɔŋgo
চকসা,cɔkʃa
অযোগবা,ɔɟogba
বিনষ্টি,binɔʃti
খুরমা,kʰurma
লাঙল-টানা,laŋl-tana
যুঁই,ɟui
অস্তোন্মুখ,ɔst̪onmukʰ
প্রহ্লাদ,prohlad̪
তাইরে,t̪ai̯re
অক্ষক্রীড়া,ɔkkʰokriɽa
ভূমিকম্প,bʰumikɔmpo
জলপিঁড়ি,ɟɔlpidoi̯
গুগলি,gugli
আলিহুকুম,alihukum
কর্পোরেশন,kɔrporeʃon
তালাব,t̪alabo
অগৌণে,ɔgou̯ne
স্ক্রুপ,skrup
গদাযুদ্ধ,gɔd̪aɟud̪d̪ʰo
বাসনাকুল,baʃonakul
ঢিলামি,dʰilami
দোকান,d̪okan
ওঠা,otʰa
সন্ধান,ʃɔnd̪ʰan
রওজা,rɔo̯ɟa
টাঙ্গাওয়ালা,taŋgao̯ʷala
বাণ,ban
বান্তি,bant̪i
বধ,bɔd̪ʰ
প্রসন্ন,proʃɔnno
ছিটকানো,cʰitkano
বেহিসাবি,behiʃabi
তড়কি,t̪ɔɽki
বনকন্দ,bɔnkɔnd̪o
একঘেয়েমি,ækgʰeʲemi
ভয়কাতর,bʰɔʲkat̪ɔr
ঔর্ণ,ou̯rno
সরঃকাক,ʃɔrokak
বাখান,bakʰan
কোরবান,korban
তন্তুপ্রসূত,t̪ont̪uproʃut̪o
রঙ্গভঙ্গ,rɔŋgobʰɔŋgo
বিকম্প,bikɔmpo
তবক,t̪ɔbok
চালনি,calni
মঞ্জীর,monɟir
কোশা,koʃa
রক্তক,rɔkt̪ok
বাস্তুদেবতা,bast̪ud̪ebot̪a
নাভিগোলক,nabʰigolok
চোঁ,co
জীবন্ত,ɟibɔnt̪o
নিরুদ,nirud̪
সুপ্রাপ্য,ʃuprappo
ফাঁদ,pʰad̪
সিংহলী,ʃiŋholi
আবুয়াব,abuɟab
আফগান,apʰgan
বসত,bɔʃot̪
দোকর,d̪okor
বাইক,bai̯k
চিন্ময়,cinmoɟɔro
পাণ্ডবীয়,pandobiʲo
লজ্জিতা,lɔɟɟit̪a
জনকসুতা,ɟɔnokʃut̪a
মূর্তিপরিগ্রহ,murt̪iporigroho
রাজানুগ্রহ,raɟanugroho
উতারণ,ut̪aron
নিষ্প্রভ,niʃprobʰ
কেশিনী,keʃini
সুমালী,ʃumali
সুপ্রসারিত,ʃuproʃarit̪o
উচ্ছলিত,uccʰolit̪o
কথক,kɔt̪ʰok
অতিশয়োক্তি,ot̪iʃɔʲokt̪i
পুরুষ্টু,puruʃtu
উৎপথ,ut̪pɔt̪ʰ
তাম্রিক,t̪amrik
বোড়ে,boɽe
টব,tɔb
অম্বু্বাচী,ɔmbuci
নিরীক্ষ্যমাণ,nirikkʰoman
শিউলি,ʃiu̯li
কর্মপটু,kɔrmoptu
অপ্রয়োজন,ɔproʲoɟon
ভরিত,bʰorit̪o
খামচাখামচি,kʰamcakʰamci
স্রব,srob
উমানিয়া,umaniʲa
ভঁয়সা,bʰɔʲʃa
সবিস্তার,ʃɔbist̪ar
সহস্রবার,ʃɔhosrobar
পছন্দসই,pɔcʰond̪oʃi
কৈরব,koi̯rob
প্রাতঃসন্ধ্যা,prat̪oʃɔnd̪ʰa
রাড়ি,raɽi
স্মঅরিয়াঁ,ʃɔriʲa
সওয়ানো,ʃɔo̯ɟano
সনি,ʃoni
ননস্টপ,nɔnstɔp
মহানগরী,mɔhanɔgori
পিশাচ,piʃac
কালের,kaler
শুধরনো,ʃud̪ʰɔrono
ঘটাকাশ,gʰɔtakaʃ
ডয়ন,dɔʲon
পক্ষাগ্রহণ,pokkʰagrohon
খেঁচা,kʰeca
দেলা,d̪ela
দূরীভবন,d̪uribʰɔbon
অনুষঙ্গী,onuʃɔŋgi
সহরস্থ,ʃɔhorst̪ʰo
গাংশালিক,gaŋʃalik
বৈতাল,boi̯t̪al
অমনোনীত,ɔmononit̪o
ষড়ঙ্গ,ʃɔdorɔŋgo
চেতন,cet̪on
প্রাবেশন,prabeʃon
ইলেমবাজ,ilembaɟ
কাসিদ,kaʃid̪
লোকসঙ্গীত,lokʃoŋgit̪
অনন্যসাধারণ,ɔnonnoʃad̪ʰaron
বাবত,babot̪
নামবাচক,nambacok
তমা,t̪ɔma
ধৈর্যচ্যুত,d̪ʰoi̯rɟocut̪o
যাদব,ɟad̪bo
সিরাজি,siraɟi
নিগাহ,nigah
ঠেঙ,tʰeŋ
প্রেপ্সু,prepsu
বংশাবতংস,bɔŋʃabɔt̪ɔŋʃo
কাঠখোট্টা,katʰkʰotta
টাস,tas
বোলবোলা,bolbola
যিগর,ɟigɔr
ঘোরানো,gʰorano
গোরোচনা,gorocona
মিটার,mitar
জর্ম,ɟɔrmo
পঞ্চপিতা,pɔncopit̪a
পোড়ানে,poɽane
তড়বড়ানি,t̪ɔɽbɔɽani
তৃণাসন,t̪rinaʃon
প্রিয়বিয়োগ,priʲobiʲog
ফুসফুস,pʰuʃpʰuʃ
জোগালে,ɟogale
খিঁচুনি,kʰicuni
বিদ্বজ্জন,bid̪d̪oɟɟɔn
আবাদি,abad̪i
বর্ণধর্ম,bɔrnod̪ʰɔrmo
বাড়িওয়ালা,baɽio̯ʷala
প্রবাহী,probahi
ডিগ্রি,digri
আত্মবিদ্যা,at̪t̪obid̪d̪a
উমেদার,umed̪ar
পারাবতী,parabot̪i
হজ,hɔɟ
ঠুনকো,tʰunko
অভাবপূরণ,ɔbʰabpuron
প্লিহা,pliha
হলহলা,hɔlhola
উলটো,ulto
কদমবুসি,kɔd̪ombuʃi
দরিদ্র,d̪orid̪ro
দোরমা,d̪orma
মদগর্ব,mɔd̪gɔrbo
মায়াঘোর,maʲagʰear
নিয়ন্তা,niʲont̪a
সুর্তি,ʃurt̪i
বউ-কথা-কও,bou-kɔt̪ʰa-koo̯
ফক্করি,pʰɔkkori
কার্যকারী,karɟokari
সাধু,ʃad̪ʰu
ফলই,pʰɔli
ঢালনি,dʰalni
সমীর,ʃomir
চৈ,coi̯
বিবেচনীয়,bibeconiʲo
নাট্যরঙ্গ,nattorɔŋgo
শবর,ʃɔbor
পাঁচনি,pacni
পাকে-প্রকারে,pake-prokare
প্রকৃতিজ,prokrit̪iɟ
উপবিধি,upobid̪ʰi
ভিখারি,bʰikʰari
সাধিকা,ʃad̪ʰika
সংবেদনশীলতা,ʃɔŋbed̪onʃilot̪a
মহাপ্রয়াণ,mɔhaproʲan
কণ্ঠা,kɔntʰa
আনত১,ant̪ɔro
পরিচিত,poricit̪o
নিবদ্ধ,nibɔd̪d̪ʰo
ভ্রষ্টাচার,bʰroʃtacar
সমুৎকর্ণ,ʃomut̪kɔrno
নবীকরণ,nobikɔron
আবর১,aborɔr
আগা২,agar
করপীড়ন,kɔrpiɽon
সা.,ʃar
তালগোল,t̪algol
বৈচিত্র,boi̯cit̪ro
মদাত্যয়,mɔd̪at̪t̪ɔʲ
নাড়ার,naɽar
অকালসন্ধ্যা,ɔkalʃɔnd̪ʰa
প্রণালী,pronali
অনুবন্ধ,onubɔnd̪ʰo
চেলাচামুণ্ডা,celacamunda
নিষেবক,niʃebok
পুতুপুতু,put̪uput̪u
পালিত,palit̪o
বেমালুম,bemalum
ভাঙর,bʰaŋor
লক্ষ্যহীন,lokkʰohin
পানাহ,panah
ইন্ডিয়ান,indiʲan
ওজন-সরকারী,oɟon-ʃɔrkari
বাতাশী,bat̪aʃi
বরাবরেষু,bɔrabɔreʃu
সাবালিগ,ʃabalig
ছরকট,cʰɔrkɔt
দুগ্ধমুখ,d̪ugd̪ʰomukʰ
তন্বঙ্গী,t̪ɔnnoŋgi
সুভ্রূ,ʃubʰru
চান্দ্রায়ণিক,cand̪raɟʰonik
ডিসমিস,dismis
মওত,mɔo̯t̪o
চিন্তন্বিত,cint̪onnit̪o
শিতি,ʃit̪i
মনোরম,monorɔm
মুনাফাখোর,munapʰakʰor
চেদি,ced̪i
স্নানযাত্রা,snanɟat̪ra
তেজপাতা,t̪eɟpat̪a
চাঙারি,caŋari
অধিগম্য,od̪ʰigommo
বধ্যস্থান,bod̪d̪ʰost̪ʰan
চামচিকা,camcika
আজ্ঞাপক,aggapok
খজাক,kʰɔɟak
উপমিতি,upomit̪i
অভিগ্রহণ,obʰigrohon
রুপোলী,rupoli
মাইফেল,mai̯pʰel
এক্তেয়ার,ækt̪eʲar
অকুটিলতা,ɔkutilɔt̪a
অনুবর্তন,onubɔrt̪on
তুরি,t̪uri
শঙ্খচূর্ণী,ʃɔŋkʰocurni
দরি-প্রাণ,d̪ori-pran
ভোম,bʰom
জেনানা,ɟenana
দড়কচ্চা,d̪ɔɽkɔcca
নিহায়েত,nihaʲet̪
খনিত,kʰonit̪o
ভূমিজ,bʰumiɟ
ক্রিকেট,kriket
খচিত,kʰocit̪o
বিক্লব,biklɔb
নানখাতাই,nankʰat̪ai̯
নেওরা,neo̯ra
ঝল্লকি,ɟʰɔlloki
বাহবা,bahba
খঞ্চিপোষ,kʰɔncipoʃ
শাস্ত্রজ্ঞানিন,ʃast̪roggænin
নেউটা,neu̯ta
গাত্রাবরণ,gat̪rabɔron
গোছল,gocʰol
গরিব,goribo
কুকার্য,kukarɟo
পাবনি,pabni
তামিস্র,t̪amisro
গুণাধার,gunad̪ʰar
বিচারক,bicarɔk
দাসপ্রথা,d̪aʃprot̪ʰa
কাঁড়া,kaɽa
মার্গশির,margoʃir
খোশরং,kʰoʃrɔŋ
স্বাস্থ্য,ʃast̪ʰo
একাধিক,ækad̪ʰik
উচাদরের,ucad̪ɔrer
হস্তিপর্ণী,host̪ipɔrni
কিতাব,kit̪ab
অয়ন,ɔɟoron
দংশিত,d̪oŋʃit̪o
নসরানী,nɔʃorani
নিঃশেষ,niʃʃeʃ
বৈদ্যসংকট,boi̯d̪d̪oʃɔŋkɔt
থির,t̪ʰir
লাবণী,laboni
কাগজি,kagɟi
এয়োজ,eʲoɟ
তোয়,t̪oʲ
অক্‌ফনামা,ɔkpʰonama
অবাস্তব,ɔbast̪ob
দূত,d̪ut̪
সমাঘ্রাত,ʃɔmagʰrat̪
ভ্রাত্রীয়,bʰrat̪riʲo
হতাশ,hɔt̪aʃ
গরিব-নওয়াজ,gorib-noʷaɟ
মুকট,mukɔt
উত্তুঙ্গ,ut̪t̪uŋgo
দনু,d̪onu
বিবসিনী,biboʃini
ভাট্টারিখানা,bʰattarikʰana
বিছুটি,bicʰuti
নেউল,neu̯l
দৈবদোষ,d̪oi̯bod̪oʃ
নরনাথ,nɔronat̪ʰ
পিচুল,picul
ঝাড়পোছ,ɟʰaɽpocʰ
কামাবশায়িতা,kamabʃaʲit̪a
লঝ্‌ঝর,lɔɟɟʰɔr
গালে,gale
নবীভবন,nobibʰɔbon
খগ,kʰɔg
কপকপ,kɔpokpɔp
পদ্মগন্ধি,pɔd̪d̪ogɔnd̪ʰi
দস্তখতী,d̪ɔst̪okʰot̪i
ভচ্চা,bʰɔcca
রোগাটে,rogate
সিদ্ধপুরুষ,ʃid̪d̪ʰopuruʃ
খরিফ,kʰoripʰ
উকারাদি,ukarad̪i
ভাঁজা,bʰaɟa
নিঃশঙ্ক,niʃʃɔŋko
আবাসিকবৃত্তি,abaʃikbrit̪t̪i
অসৈনিক,ɔʃoi̯nik
অম্লীকৃত,ɔmlikrit̪o
পাদক,pad̪ok
অগ্ন্যুদ্‌গম,ɔgnud̪d̪ɔgɔm
মৎলব,mɔt̪lɔb
রাতা,rat̪a
নির্বর্তক,nirbɔrt̪ok
তনুমধ্য,t̪onumod̪d̪ʰo
বিদূরিত,bid̪urit̪o
সোপচার,ʃopcar
উৎপাতের,ut̪pat̪er
আঙ্গ,aŋgo
দুঃস্থিত,d̪uʃst̪ʰit̪o
ধুলাপা,d̪ʰulapa
নিঘৃণ,nigʰrin
অকুতোভয়তা,ɔkut̪obʰɔʲot̪a
লীঢ়,liɽʰo
অলদ,ɔlod̪
উতি,ut̪i
বোনা,bona
মমতা,mɔmot̪a
কাঠবিড়াল,katʰbiɽal
পিছ,picʰ
মাক্ষীক,makkʰik
বেলেল্লাগিরি,belellagiri
জামীর,ɟamir
রসুলে-খোদা,roʃule-kʰod̪a
খুংগি,kʰuŋgi
পঙ্গপাল,poŋgopal
প্রতিধ্বনিত,prot̪id̪ʰd̪ʰonit̪o
কড়ি,koɽi
উল্টো,ulto
পুনরায়,punoraʲ
অথৈ,ɔt̪ʰoi̯
ক্রিয়াকাণ্ড,kriʲakando
জাহির,ɟahir
মহেশ,mɔheʃ
তবহি,t̪ɔbohi
আয়মা,aɟɟʰoma
জলদ্রোণী,ɟɔlod̪roni
ঘৃণ্য,gʰrinno
সংযতাত্মা,ʃɔŋɟot̪at̪t̪a
থিতনো,t̪ʰit̪no
ভেজে,bʰeɟe
চতুষ্পার্শ্ব,cot̪uʃparʃo
তোল্য,t̪ollo
ইতঃক্ষিপ্ত,it̪okkʰipt̪o
উজলা,uɟla
ওলিমা,olima
শ্যামাঙ্গ,ʃæmaŋgo
বোধিদ্রুম,bod̪ʰid̪rum
টাংগ,taŋgo
বহায়িআঁ,bɔhaʲia
কুড়ী,kuɽi
ফুরয়ে,pʰurɔʲe
এজাজত,eɟaɟɔt̪
কানাই,kanai̯
চূর,cur
অধ্যায়,od̪d̪ʰaʲ
অবোহুঁ,ɔbohu
আগরী৩,agoriri
আউট,au̯t
প্রতিশ্রুতি,prot̪isrut̪i
নবজীবন,nɔboɟibɔn
লঙ,lɔŋ
টিপটিপুনি,tiptipuni
বোধ,bod̪ʰ
তিলেখাজা,t̪ilekʰaɟa
তুরা,t̪ura
অর্ধনিমগ্ন,ɔrd̪ʰonimɔgno
পূর্ণাবয়ব,purnabɔʲbɔʲob
আম্রসার,amroʃar
ছয়ই,cʰɔɟoi̯i̯
সতাই-ঝি,ʃɔt̪ai̯-ɟʰi
কাগজাত,kagɟat̪
মহিমান্বিত,mohimannit̪o
জীবৎ,ɟibɔt̪
সিউলি,siu̯li
জরুর,ɟorur
জোড়ানো,ɟodano
নৈষাদ,noi̯ʃad̪
স্রগ্ধর,srogd̪ʰor
বিলশিত,bilʃit̪o
উনসত্তর,unoʃɔt̪t̪or
অবিজ্ঞতা,ɔbiggot̪a
আরোয়াহ,aroʷah
কালগ্রাসে,kalgraʃe
সম্বরারি,ʃɔmborari
থাল,t̪ʰal
চেঁচাচেচি,cecaceci
বসুধা,boʃud̪ʰa
দ্বিতল,d̪it̪ɔl
ক্ষীরা,kʰira
প্যাঁচ,pæc
মতুয়া,mot̪uʷa
অন্নসত্র,ɔnnoʃɔt̪ro
উছলিত,ucʰlit̪o
ভাঁড়ামো,bʰaɽamo
উন্মজ্জন,unmɔɟɟon
বৈসায়,boi̯ʃaʲ
সঙ্কলিত,ʃɔŋkolit̪o
তুল্য,t̪ullo
শিষ্য,ʃiʃʃo
তফসির,t̪ɔpʰsir
গৃহমেধী,grihomed̪ʰi
ছেমহলা,cʰemhɔla
ঋদ্ধি,rid̪d̪ʰi
ভুলানো,bʰulano
নির্ভর,nirbʰɔr
তলতলে,t̪ɔlt̪ɔle
রংচঙা,rɔŋcoŋa
আশ্রম,asrɔm
আড়ংধোপ,adoŋd̪ʰop
নিরাভরণ,nirabʰɔron
কেরোসিন,kerosin
শাদ্বল,ʃad̪d̪ol
খ্যাতনামা,kʰæt̪nama
ওঠসার,otʰʃar
নিরভিমানিনী,nirobʰimanini
জায়গাজমি,ɟaʲgaɟomi
গায়কী,gaʲoki
প্রগ্রাহ,prograho
আভাসমান,abʰaʃɔman
যজ্ঞিডুমুর,ɟoggidumur
পরীক্ষাধীন,porikkʰad̪ʰin
দয়াশীলা,d̪ɔʲaʃila
যুগধর্ম,ɟugd̪ʰɔrmo
ইঁটখোলা,itkʰola
নয়নজুলি,nɔʲonɟuli
দোথরি,d̪ot̪ʰori
পীঠস্থান,pitʰost̪ʰan
অঙ্গসংস্থান,ɔŋgoʃɔŋst̪ʰan
কম্র,kɔmro
গো-ভাড়াড়,go-bʰaɽaɽ
বজ্রাহত,bɔɟrahɔt̪o
ইন্দ্রনীল,ind̪ronil
কোপ্তা,kopt̪a
সখনো,ʃɔkʰono
ঝলকিত,ɟʰɔlkit̪o
দেবদত্ত,d̪ebd̪ɔt̪t̪o
শলা,ʃɔla
তোহ্মাখো,t̪ohmakʰo
ঘৰ্ষিত,gʰorʃit̪o
জওহেরত,ɟɔo̯herɔt̪
কাটারী,katari
নিমাই,nimai̯
কালাতিক্রম,kalat̪ikrom
সুলেমানি,sulemani
দামে,d̪ame
প্রজাবিলি,proɟabili
কপালি,kɔpali
দ্রুতচারী,d̪rut̪ocari
চাঁচি,caci
শতরঞ্চি,ʃɔt̪orɔnci
চৌখুরি,cou̯kʰuri
কলশি,kɔlʃi
কুৎসন,kut̪ʃɔn
অসমঞ্জ,ɔʃɔmɔnɟo
শক্তিমতী,ʃokt̪imot̪i
অসংশোধনীয়,ɔʃɔŋʃod̪ʰoniɟɔr
গাজি,gaɟi
চাঁদকুড়া,cad̪kuda
পাটনা,patna
লোকহিতৈষী,lokhit̪oi̯ʃi
চিন্তকুলতা,cint̪okulɔt̪a
অররু,ɔrru
আহল,ahol
হাড়গিলে,hadogile
পাটুয়া,patuʷa
অনুজ্ঞতা,onuggot̪a
ইস্রাফিল,israpʰil
ইকুটি,ikuti
পঞ্চমুখ,pɔncomukʰ
রাহবর,rahobɔr
ভ্রূকুঞ্চন,bʰrukuncɔn
নিদ্রাভিভূত,nid̪rabʰibʰut̪o
অকৃষ্ণকর্মা,ɔkriʃnokɔrma
বিশেষ্য,biʃeʃʃo
ফেকা,pʰeka
দস্যিপনা,d̪oʃʃipɔna
এস্তেকবাল,est̪ekbal
বেঙ্গমা,beŋgoma
পুছসি,pucʰʃi
অবিজড়ীত,ɔbiɟoɽit̪o
স্বমত,ʃɔmɔt̪
যেথাসেথা,ɟet̪ʰaʃet̪ʰa
বউ-বেটি,bou̯-beti
টিপলে,tiple
রাজবন্দী,raɟbond̪i
জ্বরজারি,ɟɔrɟari
ন্যাকরা,nækra
শবব্যবচ্ছেদ,ʃɔbbæboccʰed̪
গিলোটিন,gilotin
নিহার,nihar
সপ,ʃɔp
অমন্দ,ɔmond̪o
রাজা,raɟa
বাতি,bat̪i
বহুশাখ,bohuʃakʰ
কালিন্দী,kalind̪i
আলম্পনা,alompona
জ্ঞাপয়িত্রী,gæpoʲit̪ri
ঝটপটানি,ɟʰɔtpɔtani
খিচমিচ,kʰicmic
ঝর্ঝরি,ɟʰɔrɟʰori
শুক্লিমা,ʃuklima
তবকি,t̪ɔbki
এছমে,ecʰme
রাজন্য,raɟno
ট্র্যাফিক,træpʰik
ধনপ্রাণ,d̪ʰɔnpran
হরিলুট,horilut
নাজনী,naɟni
ভীতিকর,bʰit̪ikɔr
দিঘালি-পাথালি,d̪igʰali-pat̪ʰali
শাটিকা,ʃatika
নামাযী,namaɟi
সুদৃঢ়,ʃud̪ridʰɔri
উদ্ধার,ud̪d̪ʰar
বাক্যবাণ,bakkoban
বার্ণিশ,barniʃ
তন্তুপর্ব,t̪ont̪upɔrbo
ধ্বংস,d̪ʰɔŋʃo
আকাশসম্ভবা,akaʃʃɔmbʰɔba
ফক্কড়,pʰɔkkoɽ
খাওয়াস,kʰao̯ʷas
ঘ্রাণেন্দ্রিয়,gʰranend̪riɟɔr
গ্রাম্য,grammo
চতুরশ্ব,cot̪urʃo
আরোগ্য,aroggo
উদ্রিক্ত,ud̪rikt̪o
আনুষ্ঠানিক,anuʃtʰanik
ভারত,bʰarot̪
অগ্নিপুরুষ,ognipuruʃ
ভাগিনেয়,bʰagineʲo
মাইঞামুখা,mai̯namukʰa
রক্তাম্বর,rɔkt̪ambɔr
উদ্‌গতি,ud̪got̪i
চুমরে,cumre
জানুগতি,ɟanugot̪i
থমথম,t̪ʰɔmt̪ʰɔm
ক্রোধাগ্নি,krod̪ʰagni
ভল্লুক,bʰɔlluk
গর্ত,gɔrt̪o
শিবহীন,ʃibhin
অভিবাদক,obʰibad̪ok
অপগত,ɔpogɔt̪o
ডাঙ্গ,daŋgo
পছর,pɔcʰor
আগুলনো,agulono
লক্ষিত,lokkʰit̪o
নিড়ানি,niɽani
তোকমারি,t̪okmari
অমলক,ɔmolok
ক্ষুন্নিবৃত্ত,kʰunnibrit̪t̪o
মুক্তকণ্ঠে,mukt̪okɔntʰe
রহ,rɔho
শাঙ্কর,ʃaŋkɔr
কলাবৌ,kɔlabou̯
জোলানি,ɟolani
সম্প্রদান,ʃɔmprod̪an
ম্যাজমেজে,mæɟmeɟe
খোশপোশাকি,kʰoʃpoʃaki
মারণ,maron
জমাতে,ɟɔmat̪e
দমনগির,d̪ɔmongir
ফালতো,pʰalt̪ea
নৌকাপথ,nou̯kapɔt̪ʰ
অঙ্গরাখা,ɔŋgorakʰa
অধৃষ্ট,ɔd̪ʰriʃto
আসিক্ত,aʃikt̪o
এম-ডি,em-di
নবাবপুত্তুর,nɔbabput̪t̪ur
অবিচ্ছেদে,ɔbiccʰed̪e
মুচলেকা,mucleka
সবুজাভ,ʃobuɟabʰ
বেঙের,beŋer
ত্যাড়া,t̪æɽa
পশরা,pɔʃra
ধুঁদুল,d̪ʰud̪ul
মুগ্ধতা,mugd̪ʰot̪a
সমুজ্‌ঝিত,ʃomuɟɟʰit̪o
আগ্নেয়,agneɟɔro
লোকতীত,lokot̪it̪
শুভার্থিনী,ʃubʰart̪ʰini
বেলা,bela
পৃথকীকৃত,prit̪ʰokikrit̪o
জাহেরা,ɟahera
কাওরা,kao̯ra
কুটুম্বিতা,kutumbit̪a
ভাখা,bʰakʰa
শোহিণী,ʃohini
খাটিয়ে,kʰatiʲe
ফরমাই,pʰɔrmai̯
গতযৌবন,gɔt̪oɟou̯bɔn
বিস্কুট,biskut
সংগত,ʃɔŋgɔt̪
উদয়গিরি,ud̪ɔʲgiri
মলত্যাগ,mɔlt̪æg
চতুরংশ,cot̪urɔŋʃo
অডিট,ɔdit
যোজিত,ɟoɟit̪o
বরয়িতা,bɔroʲit̪a
পুরি,puri
রসঘন,rɔʃogʰɔn
গুর্বী,gurbi
অনভ্যস্ত,ɔnobbʰost̪o
সাধ্যসাধনা,ʃad̪d̪ʰoʃad̪ʰona
মোচড়,mocoɽ
মূলপ্রকৃতি,mulprokrit̪i
তুমারনবিস,t̪umaronbiʃ
অলুব্ধ,olubd̪ʰo
কেবিন,kebin
